IDSTUD;ITSEX;IDBOOK;ASBG01;ASBG03;ASBG04;ASBG05A;ASBG05B;ASBG05C;ASBG05D;ASBG05E;ASBG05F;ASBG05G;ASBG05H;ASBG05I;ASBG05J;ASBG05K;ASBG06;ASBG07A;ASBG07B;ASBG08A;ASBG08B;ASBG09A;ASBG09B;ASBG09C;ASBG09D;ASBG09E;ASBG09F;ASBG09G;ASBG09H;ASBG10A;ASBG10B;ASBG10C;ASBG10D;ASBG10E;ASBG10F;ASBG11A;ASBG11B;ASBG11C;ASBG11D;ASBG11E;ASBG11F;ASBG11G;ASBG11H;ASBG11I;ASBG11J;ASBR01A;ASBR01B;ASBR01C;ASBR01D;ASBR01E;ASBR01F;ASBR01G;ASBR01H;ASBR01I;ASBR02A;ASBR02B;ASBR02C;ASBR02D;ASBR02E;ASBR03A;ASBR03B;ASBR03C;ASBR04;ASBR05;ASBR06A;ASBR06B;ASBR07A;ASBR07B;ASBR07C;ASBR07D;ASBR07E;ASBR07F;ASBR07G;ASBR07H;ASBR08A;ASBR08B;ASBR08C;ASBR08D;ASBR08E;ASBR08F;ASDAGE;TOTWGT;SENWGT;JKREP;JKZONE;ASRREA01;ASRREA02;ASRREA03;ASRREA04;ASRREA05;ASRLIT01;ASRLIT02;ASRLIT03;ASRLIT04;ASRLIT05;ASRINF01;ASRINF02;ASRINF03;ASRINF04;ASRINF05;ASRIIE01;ASRIIE02;ASRIIE03;ASRIIE04;ASRIIE05;ASRRSI01;ASRRSI02;ASRRSI03;ASRRSI04;ASRRSI05;ASRIBM01;ASRIBM02;ASRIBM03;ASRIBM04;ASRIBM05
50030103;2;5;2;3;5;1;1;1;1;2;2;2;1;2;1;2;5;3;3;2;3;1;1;1;2;1;1;1;1;2;1;2;1;1;1;4;3;2;4;3;3;4;4;4;3;2;1;1;1;2;2;2;2;1;2;2;1;1;1;2;1;4;1;3;2;3;2;1;4;1;1;1;2;1;1;1;4;4;4;4;10.33;29.194079;0.18305;1;1;583.25669;563.8245;587.22284;589.9637;586.52751;566.64863;597.04345;565.37856;563.71199;561.81936;629.29148;578.19961;589.04911;546.32648;594.76992;568.9378;588.08821;591.73927;586.2695;557.67508;590.28063;609.10265;591.51342;625.53036;577.80724;4;4;4;4;4
50030104;2;6;2;2;4;1;1;2;2;2;1;2;2;2;1;2;5;3;3;3;3;1;3;4;2;4;1;1;3;2;2;3;1;1;1;4;4;4;4;4;4;4;4;4;4;1;2;1;1;1;2;1;1;1;2;2;1;1;1;1;1;4;1;3;1;1;4;2;4;2;1;1;1;1;1;1;4;4;4;4;9.83;29.194079;0.18305;1;1;565.51916;526.31468;518.35098;534.46895;553.84609;509.03956;488.98037;509.77219;533.29259;476.98378;555.359;554.08295;611.70924;588.34138;588.52216;513.1414;549.25069;567.70808;551.28849;528.83629;514.25408;549.84261;592.07491;550.15412;570.94355;4;3;3;3;4
50030105;2;16;2;1;5;2;1;1;1;1;1;1;1;1;1;2;5;2;4;1;3;1;2;1;4;1;4;2;1;3;4;2;2;3;1;2;4;1;1;2;4;4;4;4;3;4;4;4;4;3;4;2;1;1;4;2;4;2;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;1;1;3;4;4;4;11.08;29.194079;0.18305;1;1;483.17192;519.51608;480.97258;511.32259;498.83704;507.77819;528.81307;478.99918;532.12455;463.88762;519.88088;527.20769;468.1558;545.71208;475.96291;484.72588;475.21433;516.22519;510.59724;538.53661;479.65527;455.15174;536.67917;447.05318;500.65681;3;3;3;3;3
50030106;2;17;2;3;9;2;1;1;1;2;1;1;1;1;2;2;1;4;1;1;3;1;1;1;3;3;1;1;1;4;3;2;2;2;2;2;2;3;4;3;4;4;1;4;4;4;4;2;2;9;4;3;9;2;3;2;9;3;2;9;4;2;4;1;4;4;4;4;1;4;4;4;4;4;1;1;9;4;4;4;9.75;29.194079;0.18305;1;1;501.90041;461.15582;462.48552;500.51321;487.42751;489.05275;482.15578;516.67987;519.43071;451.40482;451.45145;446.30094;508.38426;494.48149;428.07232;454.50004;447.03344;440.05876;443.24207;444.74104;432.49885;447.03016;463.45602;444.05067;424.32231;3;2;2;3;3
50030107;2;18;2;1;3;1;1;1;1;2;1;2;1;2;1;2;5;1;3;2;3;1;2;1;2;2;3;3;2;2;2;1;1;1;1;4;4;2;4;4;4;4;4;4;4;1;2;1;2;1;1;1;2;3;3;3;2;1;2;2;1;3;3;2;3;2;2;2;2;3;2;2;2;1;2;1;2;2;3;3;10.58;29.194079;0.18305;1;1;527.12495;583.32382;592.92265;532.34934;501.62044;584.47735;585.55973;617.92588;571.24665;526.56183;608.37803;606.26034;668.82691;604.02163;613.33063;560.67183;562.74819;585.36694;549.38915;525.15182;580.32493;595.69397;620.06526;612.04435;520.2672;3;4;4;3;3
50030108;2;7;2;3;1;1;1;2;1;1;2;1;1;2;2;2;5;2;1;2;2;1;2;1;2;2;1;1;1;2;1;1;1;1;1;2;2;2;4;4;3;4;4;4;4;2;1;1;1;1;2;1;1;1;3;2;4;3;2;1;1;1;1;2;1;1;3;1;4;2;1;1;1;1;2;2;2;3;3;4;10.42;29.194079;0.18305;1;1;540.21962;546.09733;524.82126;541.65238;551.51563;541.91525;492.6479;497.33221;510.06485;535.79495;491.49142;502.75668;531.83399;504.11914;513.74732;517.06514;492.74669;518.19262;484.54249;526.94636;515.21858;488.22014;536.64089;484.38371;527.21745;3;3;3;3;4
50030109;2;10;2;2;2;1;1;2;1;1;2;1;1;1;2;2;1;3;3;2;3;1;2;1;2;2;3;2;1;1;1;1;1;1;1;4;4;2;4;3;4;4;4;4;4;2;2;2;2;2;3;9;2;1;3;2;2;2;1;1;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;2;10.42;29.194079;0.18305;1;1;445.96031;458.24975;444.38195;456.25441;456.57151;433.2252;406.6462;426.09749;471.21967;447.16505;453.62256;398.68358;481.51257;452.74578;471.7254;391.26325;435.94026;434.24494;444.3707;445.84591;375.24211;416.17394;436.10876;429.54636;425.78401;2;2;2;2;2
50030110;2;8;2;1;3;2;1;2;2;2;2;2;2;2;1;1;5;3;3;1;2;2;2;2;2;2;2;3;3;2;3;1;1;2;1;3;4;4;4;4;4;4;4;4;4;2;1;1;1;2;2;1;1;1;4;3;4;4;4;1;1;3;2;3;1;2;3;1;4;1;1;1;1;1;1;1;3;4;4;4;10.25;29.194079;0.18305;1;1;629.3331;641.70051;615.7611;595.4697;600.34319;599.59455;619.72067;643.59103;657.46667;627.32139;608.06783;644.47052;626.82868;661.93046;651.45413;631.81747;605.52476;619.87964;608.3991;611.23587;646.68217;626.09259;649.25349;611.71785;631.79553;5;5;4;4;4
50030111;2;11;2;3;3;1;1;1;1;1;1;1;1;1;2;1;5;3;3;2;3;1;1;1;1;2;1;1;1;4;4;2;3;2;1;1;4;1;2;1;3;2;4;4;1;4;3;2;2;3;2;2;2;1;2;1;1;1;1;1;1;4;3;1;4;1;3;2;3;3;3;2;4;3;1;1;3;4;4;4;11;29.194079;0.18305;1;1;555.17367;513.38178;504.10922;529.5911;523.65052;513.01723;522.08348;489.43592;493.28297;512.42583;498.29268;536.65667;480.42581;487.17653;512.47414;521.55382;545.62023;515.69322;550.89005;494.83973;541.32711;524.30932;514.69546;549.89711;479.59025;4;3;3;3;3
50030112;1;9;1;1;4;1;1;1;1;1;2;1;1;2;1;1;5;3;3;2;2;2;2;1;1;1;2;1;2;2;2;2;1;2;1;3;3;3;4;4;4;4;4;4;4;2;2;3;2;2;2;2;2;1;4;3;3;2;4;1;1;3;1;3;1;3;3;2;4;2;1;1;3;1;1;1;3;4;4;4;10.58;29.194079;0.18305;1;1;591.76213;604.38838;620.34739;601.47719;625.91087;580.21614;645.313;692.24804;643.82289;678.66003;586.59839;596.82471;629.13752;636.85633;593.19601;601.78195;588.55043;581.85888;586.69966;597.78759;626.03384;590.08433;578.21746;587.0744;598.15786;4;4;4;4;5
50030113;2;1;2;1;1;1;2;2;1;2;1;1;1;1;2;2;5;3;1;1;3;1;2;1;2;2;1;2;1;3;2;2;1;1;1;3;4;3;3;1;3;4;4;4;4;4;1;1;4;2;4;2;1;1;4;4;4;4;4;4;4;4;4;1;4;3;4;4;1;4;4;4;4;3;2;1;2;3;4;4;10.58;29.194079;0.18305;1;1;470.8493;503.69497;448.60667;460.88458;428.32761;428.30409;476.65571;401.32659;414.1805;445.45431;443.89819;504.21213;424.21041;440.51709;516.43093;484.00869;438.35558;439.53791;516.49737;485.83544;461.36511;418.62633;401.89065;455.03998;501.49233;2;3;2;2;2
50030114;2;2;2;2;3;1;1;1;1;1;1;1;1;2;2;2;5;3;3;3;3;1;1;2;3;2;2;1;1;2;2;1;1;1;1;3;3;4;3;3;3;3;4;4;4;2;3;2;4;2;2;2;2;3;4;4;4;3;4;2;1;3;1;2;4;2;2;1;2;3;3;2;2;2;2;2;2;4;4;4;10.25;29.194079;0.18305;1;1;442.32367;412.01852;465.46122;468.97453;445.87381;465.22382;378.08618;422.70497;449.14354;444.7193;459.69177;428.54974;446.17117;448.97634;460.80031;424.04979;455.25782;431.29013;414.93685;488.82163;403.85435;414.31019;409.84456;389.49034;462.18354;2;2;2;2;2
50030115;2;3;2;2;4;1;1;1;1;1;1;2;2;2;1;2;5;3;4;2;2;1;3;1;2;1;2;1;2;1;1;1;1;1;1;3;3;4;4;4;4;4;4;4;4;1;1;2;1;1;2;1;1;1;4;4;4;3;4;1;1;1;1;2;1;3;1;2;4;3;1;1;2;1;1;1;4;4;4;4;10;29.194079;0.18305;1;1;664.89763;654.1524;642.35126;631.61823;652.07457;603.57416;661.69943;597.66997;660.598;629.3183;618.58806;705.50846;613.7166;646.61592;676.34208;674.82361;619.77356;598.94318;685.42322;611.96287;690.35522;619.13964;598.76435;681.73066;591.29746;5;5;5;5;5
50030116;1;12;1;3;3;2;1;1;1;2;1;1;2;2;2;2;5;3;3;2;3;1;2;1;2;2;2;2;1;1;1;2;1;1;1;4;4;3;4;4;4;3;4;4;4;2;2;9;1;2;2;2;1;2;4;4;2;2;2;1;2;2;1;2;2;1;3;2;1;2;1;2;2;2;1;1;3;3;4;4;10.67;29.194079;0.18305;1;1;578.69972;606.19113;597.01269;599.12911;585.29382;578.48061;589.00689;616.00969;593.38642;599.46243;543.01114;601.58171;598.07352;588.26799;557.73703;610.04934;571.15023;575.08084;592.92557;546.07714;617.61287;596.44362;594.93979;634.65738;603.16834;4;4;4;4;4
50030117;1;4;1;3;2;1;1;2;1;1;2;1;2;1;1;2;2;3;2;3;3;3;3;2;2;3;2;3;2;2;2;2;1;1;1;4;4;4;4;4;4;3;4;4;4;2;2;2;2;2;2;2;2;1;3;2;2;2;1;2;2;2;3;2;2;2;3;2;4;3;3;2;3;2;2;3;2;3;3;2;10.83;29.194079;0.18305;1;1;463.59016;485.61824;486.84423;487.96439;468.78404;484.3766;470.5362;491.16711;495.07157;470.81325;385.40939;420.67831;445.94172;451.97044;425.65488;492.46854;513.45747;504.63305;522.93842;489.19231;493.454;490.30447;483.51417;506.0499;445.55769;2;3;3;3;2
50030118;1;13;1;1;5;1;1;1;1;2;1;1;2;2;1;1;5;3;3;2;3;1;2;2;2;2;1;1;1;1;1;2;1;1;2;1;2;1;4;3;4;4;2;3;4;1;1;2;1;1;2;2;1;1;3;1;4;2;3;1;1;4;3;2;1;2;3;1;4;1;1;2;1;1;1;1;2;4;4;4;10.58;29.194079;0.18305;1;1;650.67837;583.08948;572.00462;610.67893;646.49135;658.84298;562.17394;550.91712;552.51001;654.00439;592.23476;578.00932;552.53441;562.17681;638.00503;573.30456;655.2395;586.79974;592.89344;587.92696;572.87966;636.41989;606.34404;571.75482;588.15917;5;4;4;4;5
50030119;2;14;2;1;3;1;1;1;1;2;2;2;1;2;2;2;5;4;4;3;3;1;1;1;1;1;2;4;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;4;3;3;3;3;1;1;1;1;2;1;1;4;1;4;1;1;1;1;1;2;1;2;4;4;4;10.67;29.194079;0.18305;1;1;547.15786;505.12783;507.29471;496.41963;507.75681;481.76298;517.79579;543.20316;537.39068;488.75321;466.22587;531.36116;521.29704;532.82394;476.96101;515.86463;486.18972;538.28339;512.08664;514.95384;535.84034;526.90783;561.93449;496.87115;492.70877;3;3;3;3;3
50030120;1;5;1;1;4;1;1;2;1;1;1;1;2;2;2;1;5;2;3;3;3;1;2;1;3;2;1;1;1;2;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;2;1;1;1;1;1;1;1;1;3;4;4;4;4;1;3;2;1;3;2;1;3;2;4;2;1;2;2;3;2;1;2;3;4;3;9.75;29.194079;0.18305;1;1;536.10811;579.28824;557.19293;529.94972;509.82346;568.12586;555.89331;591.12067;577.55211;557.34737;568.62129;573.14214;585.13626;578.7182;575.85587;547.55508;591.82424;601.00456;543.40937;558.50322;546.99238;569.59896;579.59716;542.51897;559.77517;3;4;4;3;3
50030121;1;6;1;1;3;1;1;1;1;2;2;1;1;2;1;1;5;3;3;2;3;1;2;1;2;2;1;1;1;3;2;1;1;2;1;4;3;3;4;4;3;4;4;4;4;2;1;1;1;1;1;1;1;1;3;4;4;3;3;1;1;4;2;2;1;2;2;1;4;2;1;2;2;1;1;1;2;4;4;4;10.17;29.194079;0.18305;1;1;618.37576;620.27644;628.54958;575.48454;608.25594;585.71755;625.78144;628.88563;589.16188;635.21968;598.95786;613.29689;620.53054;585.32726;636.12916;627.17634;579.94629;591.41032;603.87177;639.59464;626.64753;583.26139;567.06098;599.99918;640.22185;4;4;5;4;4
50030122;1;15;1;2;4;1;1;1;1;1;2;2;2;2;1;1;5;3;4;1;2;2;3;2;2;2;2;3;3;2;1;2;1;1;1;3;3;3;4;4;4;4;4;4;4;2;2;2;1;2;3;2;2;2;4;3;3;3;3;2;2;4;2;1;3;3;4;3;2;3;3;2;3;2;1;1;2;4;4;4;10.17;29.194079;0.18305;1;1;613.34636;594.95141;676.44096;663.24445;670.18633;662.17196;629.54047;600.10372;580.717;601.27636;677.34757;654.91273;643.36374;605.18936;631.02175;614.27677;602.33854;532.29126;602.28589;589.30681;615.82137;640.18755;556.47473;616.72153;599.94122;4;4;5;5;5
50040101;2;3;2;1;4;1;1;2;1;2;1;2;1;1;2;1;5;3;3;2;2;1;3;1;1;2;2;1;1;1;1;1;1;1;1;4;4;3;4;4;3;4;4;4;4;1;1;1;1;1;1;1;2;1;4;3;3;4;3;1;1;1;3;2;1;2;1;2;3;1;2;1;1;1;1;1;4;1;4;4;9.83;17.828125;0.111784;0;73;615.07609;633.62391;578.38569;585.87084;570.47092;542.85115;570.8859;568.36577;618.23782;578.93467;543.34587;568.98631;595.89701;608.91045;603.19685;561.00911;613.3927;594.53747;591.37674;570.87576;561.45049;592.80341;573.7993;550.589;549.11389;4;5;4;4;4
50040102;2;4;2;3;3;1;1;1;1;1;1;1;1;2;2;2;5;3;4;2;2;1;2;2;2;3;2;2;1;1;1;1;1;1;1;3;3;3;4;2;3;4;4;4;4;1;1;1;1;1;1;1;1;1;3;2;3;3;1;1;1;2;3;3;1;1;2;1;4;1;1;1;1;2;1;2;2;2;3;4;10.83;17.828125;0.111784;0;73;508.13001;530.43427;525.09557;530.63248;519.22182;546.25158;514.78753;549.62878;536.96535;465.37948;535.1027;508.63742;534.53887;534.33428;462.04108;528.8731;489.92554;546.19027;535.44731;495.68449;548.55225;511.96248;573.34862;537.96926;516.67945;3;3;3;3;3
50040103;2;18;2;1;3;2;1;2;1;2;2;1;1;1;2;2;5;3;4;2;2;2;2;1;2;3;1;2;1;1;1;1;4;1;1;1;4;1;4;4;1;4;4;4;4;2;1;2;2;1;1;1;1;1;2;1;1;1;1;1;1;4;3;2;2;1;1;2;2;2;2;1;1;1;2;2;3;3;3;3;10.58;17.828125;0.111784;0;73;526.65303;498.31485;523.20109;457.43138;429.3293;494.60912;505.37604;485.60806;458.86792;519.77169;540.25137;505.68586;463.98582;502.08072;519.24859;504.55719;506.28897;478.97449;540.47757;487.08227;524.91526;552.69764;521.53945;519.9475;528.79023;3;3;3;2;2
50040104;2;5;2;1;2;2;1;1;1;2;2;1;1;2;2;2;3;4;4;1;1;1;1;1;4;4;1;2;4;2;2;2;2;1;1;4;4;2;1;2;3;4;4;4;4;2;2;3;2;2;1;1;1;2;3;2;2;2;2;2;2;1;2;3;1;2;3;2;3;2;2;1;4;2;2;1;2;4;3;4;9.75;17.828125;0.111784;0;73;552.09556;537.86279;567.25936;561.33598;576.48297;576.00733;529.83075;555.10079;565.06929;517.72391;521.68001;520.88527;517.07344;540.43754;537.02936;533.04557;556.08082;517.59759;522.33859;540.71065;553.31683;576.65153;538.98101;542.77382;549.04537;4;3;4;4;4
50040105;2;10;2;2;3;2;1;1;1;2;1;1;1;1;1;2;5;2;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;2;2;1;1;3;2;1;3;2;2;2;1;2;4;1;1;3;2;4;2;1;1;1;2;2;2;2;2;4;3;9.75;17.828125;0.111784;0;73;480.84367;477.85505;448.74321;472.2708;485.05746;476.76951;497.59035;507.22063;438.26569;419.3545;461.68519;491.19296;514.16967;435.29069;439.14777;447.58388;472.95336;440.48463;453.05462;490.88797;446.75159;452.00516;420.34551;452.65751;469.75936;3;3;2;2;3
50040106;2;11;2;1;2;2;1;1;1;2;1;1;1;1;2;2;5;1;1;3;3;1;1;1;1;1;1;1;1;4;1;1;1;1;1;4;4;3;4;4;3;4;4;4;3;1;1;1;2;1;1;1;1;1;2;3;1;4;1;1;1;1;4;1;2;1;2;1;4;1;1;1;1;1;1;1;4;4;4;4;10.58;17.828125;0.111784;0;73;526.6056;552.09936;531.35132;537.11079;452.80191;519.98906;519.73532;557.40551;513.70034;528.0541;545.09676;467.11472;556.86727;494.06395;534.67367;550.33337;489.91024;545.61983;492.54468;485.26496;548.55357;508.23754;570.84367;515.14684;484.68852;3;4;3;3;2
50040107;2;6;2;3;3;1;1;2;1;1;2;1;1;2;2;2;5;3;4;2;2;1;2;3;2;4;2;1;1;1;1;2;1;1;1;4;4;3;4;4;4;4;4;4;4;1;1;3;2;1;1;2;1;1;3;2;3;3;3;1;1;1;2;2;1;1;1;2;4;1;1;1;1;1;2;1;4;4;4;3;10.92;17.828125;0.111784;0;73;422.78567;418.30685;420.64514;397.39667;424.38703;436.39206;409.06572;432.06492;454.91158;473.37039;419.21152;390.35723;422.03523;387.55466;442.65336;433.19212;405.36009;368.26306;427.79943;460.97754;452.36709;385.5341;360.79944;447.94255;461.1394;2;2;2;1;2
50040108;2;7;2;1;4;2;1;1;9;2;1;1;2;1;1;2;5;3;2;1;1;1;1;2;3;3;2;2;4;1;2;1;1;1;1;2;2;2;3;2;2;3;2;3;4;1;1;2;2;9;3;9;1;1;2;4;2;4;2;1;1;2;2;3;1;1;1;2;4;2;2;1;1;1;1;1;4;4;4;4;10.42;17.828125;0.111784;0;73;499.55598;526.01441;452.45542;494.70381;477.22502;544.00922;539.9158;506.84342;467.97441;508.5472;530.78978;514.75426;532.51546;494.21442;493.21033;480.91654;462.54175;538.85784;517.36529;503.58627;462.29145;457.61213;568.69781;489.73359;486.61312;3;3;2;3;3
50040109;2;12;2;1;2;2;2;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;2;3;4;2;2;1;2;2;2;2;2;1;4;4;4;4;4;4;4;4;4;4;2;2;1;1;1;2;1;1;1;2;4;2;4;2;2;1;2;3;1;3;2;3;3;3;3;2;2;3;2;2;2;1;3;2;3;10.42;17.828125;0.111784;0;73;551.96804;511.06947;501.8793;499.73397;457.59504;516.71321;527.60532;530.22988;568.69842;595.32595;519.20246;540.58535;485.03792;548.45153;534.87429;487.58926;466.78148;504.15531;484.1773;488.16498;529.33128;486.09812;524.60899;481.60074;490.81607;4;3;3;3;2
50040110;2;8;2;1;4;1;2;2;1;1;2;1;1;2;2;2;5;1;3;2;2;1;2;3;3;2;2;3;2;2;2;1;3;2;1;2;3;1;2;3;3;4;3;3;4;3;2;1;2;2;2;2;1;1;2;3;1;2;3;3;2;4;4;1;2;2;4;3;2;3;4;2;2;1;3;4;1;2;1;1;10.33;17.828125;0.111784;0;73;440.24099;493.11433;500.96272;498.76598;447.05827;463.91533;409.26597;521.78239;471.88878;472.70554;454.87711;411.13558;473.30338;427.71024;418.04163;435.16437;431.85313;463.75318;510.37708;487.72271;442.91497;430.85189;462.11696;487.61768;507.11432;2;3;3;3;2
50040111;2;9;2;2;1;2;1;1;2;1;1;1;2;2;2;1;5;2;3;3;2;1;1;1;3;1;1;2;1;1;1;1;3;1;1;2;1;1;4;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;3;1;1;4;1;1;1;2;3;2;1;1;1;1;2;1;2;1;1;1;2;1;1;3;1;4;11.08;17.828125;0.111784;0;73;393.58356;375.00871;315.18778;350.37091;369.16125;356.9263;331.23038;327.37732;333.85744;350.21827;376.07705;350.04762;327.70514;334.24767;366.87674;386.15233;360.6829;354.59009;413.84733;337.64818;388.58276;340.14587;313.00674;394.35187;323.93138;1;1;1;1;1
50040112;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;2;3;3;3;2;1;2;2;1;1;2;3;2;3;1;1;1;1;1;2;4;3;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;4;3;3;3;3;1;2;3;1;3;1;1;2;2;4;2;1;1;1;1;1;1;4;4;1;4;9.92;17.828125;0.111784;0;73;577.85562;587.12085;559.32654;586.39205;576.32892;580.54537;558.4643;562.62048;508.1306;582.38436;589.30158;570.01815;566.07721;516.68335;554.87752;555.93666;570.69982;589.82462;544.68415;533.4211;577.31287;591.11135;589.85055;545.93994;554.85793;4;4;4;4;4
50040113;1;2;1;2;2;1;1;1;2;1;1;1;2;1;2;2;5;4;3;1;1;1;1;3;4;4;4;4;4;2;2;2;1;2;1;4;2;2;3;3;3;4;4;4;4;1;1;2;2;1;1;2;1;1;4;4;3;2;3;1;2;2;1;2;2;1;2;2;4;2;2;2;2;3;2;2;4;4;4;4;10.33;17.828125;0.111784;0;73;507.05977;487.48446;509.33901;507.85533;541.62946;524.35857;544.28616;496.80261;512.10953;532.71399;527.09554;537.30004;489.62329;491.81091;485.65882;516.4257;498.96458;525.22872;543.03976;494.27602;533.47729;478.91483;549.44512;554.6953;491.97099;3;3;3;3;3
50040114;1;13;1;1;4;1;1;1;1;2;2;2;2;2;1;2;5;3;4;1;1;1;3;1;1;1;2;2;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;1;2;1;2;1;1;1;1;1;3;4;2;4;3;1;2;2;3;2;1;1;1;1;4;1;1;1;1;1;1;1;4;4;4;4;10.08;17.828125;0.111784;0;73;485.46506;537.79162;543.68769;523.30915;549.13563;516.70099;530.63113;481.95985;543.17124;524.37199;503.37856;537.44606;490.14095;544.57237;503.86197;532.51116;538.21009;532.14041;495.96833;572.17848;547.02698;548.34248;550.45605;494.09156;575.75853;3;3;3;3;3
50040115;1;14;1;4;1;1;1;1;1;2;2;2;2;1;1;2;5;2;1;1;1;2;4;4;3;3;3;2;4;1;1;2;2;1;1;3;4;4;4;3;4;4;3;4;4;1;1;2;2;2;1;1;1;1;4;1;3;3;4;1;2;1;2;2;1;1;3;3;4;1;2;1;3;1;2;3;1;2;3;1;11.17;17.828125;0.111784;0;73;396.87438;431.1195;424.21957;494.1591;414.15346;429.50541;375.58861;408.91142;437.84395;441.49003;407.61505;370.3275;419.69542;397.50465;447.71902;451.76165;396.5898;434.42706;473.63796;421.12679;456.67309;360.78302;422.731;453.00895;402.85194;1;2;2;3;2
50040116;1;15;1;1;5;1;1;1;1;2;2;2;2;2;1;2;5;3;4;2;2;1;2;1;1;2;1;3;3;1;2;1;2;1;1;4;4;3;4;4;3;4;4;4;4;2;1;1;1;1;2;1;2;2;3;3;4;4;4;1;1;2;2;3;1;1;3;1;4;3;1;2;1;1;1;1;4;4;4;4;10;17.828125;0.111784;0;73;656.69415;553.31759;547.85788;648.04138;610.68897;611.17963;625.36215;584.3379;661.01266;607.01199;610.01097;626.80538;598.1474;633.18892;599.57259;576.76289;590.3615;550.15859;566.76818;566.37177;596.54249;604.81465;580.98181;587.25761;570.39932;5;4;3;5;4
50040117;1;3;1;3;4;1;1;2;2;2;2;2;2;2;1;2;5;2;3;2;2;1;1;2;1;2;2;3;3;1;2;1;2;1;1;4;4;2;4;3;2;3;4;4;4;1;1;2;2;1;2;1;1;1;3;3;2;2;1;1;1;2;2;1;1;1;2;1;3;1;1;2;2;1;2;1;2;3;3;4;10.58;17.828125;0.111784;0;73;442.76434;452.85833;472.29204;413.35004;457.0107;454.11504;464.25023;474.82652;466.24268;494.58782;413.28073;436.40166;469.48025;428.5798;452.3063;430.86927;416.95995;445.10879;442.46612;413.43455;464.50683;478.49441;465.3539;483.1974;454.24597;2;2;2;2;2
50040118;1;16;1;1;3;1;1;1;1;2;1;2;1;2;1;1;4;2;4;3;1;1;2;2;1;1;2;3;2;1;1;1;1;1;1;4;4;2;4;4;3;4;4;4;3;1;1;1;1;1;1;1;1;1;3;3;3;4;3;1;2;1;1;3;1;1;1;1;4;1;1;1;1;1;1;1;2;4;4;4;10.42;17.828125;0.111784;0;73;519.51582;597.15025;606.25401;600.27097;663.97816;625.38097;638.48205;598.97745;625.09168;606.20037;661.69637;616.53876;611.12933;653.79279;651.64337;597.92395;608.33256;614.0582;594.36704;655.23255;631.95222;604.16338;612.61038;592.42161;657.49726;3;4;4;4;5
50040119;1;17;1;1;5;1;1;1;2;2;1;2;1;2;2;2;5;3;4;2;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;4;4;4;4;4;4;1;4;4;4;1;1;1;4;1;1;1;1;4;4;1;1;1;1;1;4;1;4;4;1;1;4;1;4;1;1;1;1;1;1;1;1;4;4;4;9.75;17.828125;0.111784;0;73;385.99957;391.32674;355.6428;384.52177;358.13954;396.83917;408.76032;422.11014;415.92311;391.85331;403.12271;389.34346;388.51691;381.47953;365.43021;364.39376;370.358;407.86499;397.78803;390.98907;372.18832;361.23866;403.76929;397.8023;375.31372;1;1;1;1;1
50040201;2;4;2;3;2;1;1;1;1;2;1;1;1;1;1;2;5;2;2;2;3;2;1;2;3;2;1;3;1;2;2;2;2;1;1;1;4;2;3;2;2;1;2;1;3;1;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;2;1;3;1;1;1;2;4;2;1;1;2;2;2;2;1;3;2;1;12.33;17.828125;0.111784;0;73;389.43928;412.23787;411.9438;413.31401;370.96481;441.33332;401.17375;359.26796;357.85857;433.20567;427.04302;390.78412;375.94522;374.6501;436.07646;397.39596;396.15839;414.55021;441.54749;429.80275;373.30731;382.29253;393.59534;421.87518;401.03699;1;2;2;2;1
50040202;2;5;2;3;2;1;1;1;1;2;2;2;1;2;1;1;5;1;2;3;2;3;2;3;2;4;3;3;3;3;3;2;1;2;1;2;4;2;4;3;4;1;4;4;3;2;1;2;1;1;1;2;1;1;3;4;2;3;3;1;2;1;1;4;2;1;1;2;3;1;1;1;2;1;2;1;2;4;3;2;11.5;17.828125;0.111784;0;73;377.39399;443.25777;421.46983;424.54258;420.60728;456.6562;430.10747;425.39534;412.30271;455.18898;418.33699;398.77775;399.12291;429.59799;466.46363;462.16464;480.01691;434.99473;440.0275;448.30397;425.39166;440.22416;418.0342;424.27418;428.86702;1;2;2;2;2
